Genero,Artista,Albums
Pop,ABBA,"alb.623473460,alb.623445211,alb.623445755,alb.165255064,alb.166870998,alb.141628955,alb.607182230,alb.192403804,alb.161446795,alb.163766932,alb.465096284,alb.359263733,alb.126605039,alb.126196100,alb.127522085,alb.110325208,alb.169971285,alb.60578602,alb.65143375,alb.65319468,alb.322504190,alb.56378912,alb.56407235,alb.59380986,alb.59380636,alb.114728462,alb.24201647,alb.195080281,alb.42678388,alb.56013239,alb.56012692,alb.57270586,alb.57268728,alb.114557421,alb.195040098,alb.108482670,alb.26585910,alb.58569555,alb.9515261,alb.57369257,alb.114452048,alb.114711300,alb.58514151,alb.58564896,alb.58010916,alb.108427588,alb.62183918,alb.58582776,alb.107131739,alb.57367826,alb.57373092,alb.57370375,alb.57359940,alb.57356313,alb.57358159,alb.267927,alb.114282806,alb.270008,alb.116170,alb.58525168,alb.114456741,alb.114460786,alb.169481750,alb.237523,alb.263000,alb.57326604,alb.114251980,alb.237712,alb.169509,alb.57441347,alb.114565624,alb.317209,alb.58062690,alb.509661588,alb.309917,alb.141149,alb.56237786,alb.56261739,alb.175617,alb.56146003,alb.56142014,alb.226602,alb.114561458,alb.121980,alb.114740544,alb.157351,alb.138312,alb.321536,alb.58071468,alb.58072522,alb.59276113,alb.59870049,alb.114581106,alb.142472510,alb.557929937,alb.118695,alb.58073799,alb.58072120,alb.114580543,alb.557929875,alb.54315654,alb.106319,alb.157354,alb.54315360,alb.114581538,alb.189776,alb.54315349,alb.54315617,alb.114582586,alb.159301274,alb.118694,alb.54315593,alb.54315682,alb.57990829,alb.114581695,alb.159301299,alb.321528,alb.287513,alb.54315334,alb.54315628,alb.54315668,alb.57358320,alb.114580913,alb.159301186,alb.557929902,alb.173726,alb.58022399,alb.58019947,alb.57443836,alb.57441409,alb.114581304,alb.140799715,alb.141974082,alb.302070,alb.58073749,alb.58070392,alb.114582825"
Pop,Joshua Kane,alb.451756573
Pop,Sami Rand,alb.506525734
Pop,Britney Spears,"alb.537328171,alb.537327496,alb.537428373,alb.537428449,alb.479101320,alb.478957481,alb.478958418,alb.479322288,alb.386551299,alb.386551053,alb.243625743,alb.243653177,alb.398146331,alb.473477128,alb.473477102,alb.236536116,alb.236536130,alb.236502130,alb.236502065,alb.181716772,alb.130603554,alb.130675490,alb.130603539,alb.78038012,alb.63525632,alb.61359287,alb.45201244,alb.45207351,alb.619485089,alb.392498498,alb.30767702,alb.55350859,alb.55351083,alb.24358115,alb.25349800,alb.55345799,alb.55345640,alb.392387561,alb.619485051,alb.17046611,alb.71413183,alb.71396601,alb.71679769,alb.71459347,alb.392387426,alb.607338550,alb.6592833,alb.28603738,alb.55349598,alb.55348531,alb.55348572,alb.55349103,alb.71465596,alb.301370,alb.55427757,alb.55868940,alb.55869297,alb.111715834,alb.17545505,alb.225846,alb.321762,alb.55431485,alb.56266033,alb.110898455,alb.106495,alb.17578920,alb.49971438"
Pop,Bazzi,"alb.699206148,alb.308709153,alb.308717051,alb.444119293"
Pop,Pedro Da Villa,alb.538239577
Pop,Gwen Stefani,"alb.522290064,alb.522236784,alb.333232446,alb.359380968,alb.359699957,alb.277531446,alb.277502683,alb.359838871,alb.624159327,alb.221918252,alb.221918220,alb.221901189,alb.221901369,alb.221918074,alb.359275577,alb.359822729,alb.396772506,alb.650477929,alb.12640868,alb.12640869,alb.55542849,alb.55543379,alb.55551608,alb.107452164,alb.114565580,alb.114555142,alb.114560933,alb.349098281,alb.7623632,alb.57384357,alb.57384679,alb.106795489,alb.6626540,alb.57843701,alb.57900967,alb.57974245,alb.57974859,alb.108431505,alb.114711940,alb.423142150"
Pop,Roxette,"alb.676726686,alb.676330130,alb.675953878,alb.642978380,alb.637888976,alb.640872838,alb.644372633,alb.648405724,alb.627733386,alb.538481430,alb.537353672,alb.533096012,alb.538482463,alb.528837084,alb.538482501,alb.524405321,alb.538481810,alb.283705981,alb.272804957,alb.411045454,alb.229190129,alb.453609812,alb.454599962,alb.508450276,alb.229077799,alb.229077878,alb.229077846,alb.555610321,alb.170120642,alb.452427718,alb.121546998,alb.130460224,alb.424419164,alb.63649558,alb.452431319,alb.57128717,alb.57116688,alb.61177882,alb.427655091,alb.469357304,alb.52227783,alb.426053082,alb.47643128,alb.47643576,alb.50586631,alb.50576653,alb.56724757,alb.57137625,alb.56932518,alb.56932365,alb.427656644,alb.427646678,alb.452149317,alb.454289534,alb.458454372,alb.126526335,alb.50434788,alb.50466475,alb.161696757,alb.227782489,alb.454696185,alb.56459529,alb.13035311,alb.50318781,alb.56462190,alb.57460764,alb.31445831,alb.50474717,alb.50452889,alb.56456056,alb.57135487,alb.57135507,alb.105947047,alb.454161097,alb.105935612,alb.56915351,alb.438936661,alb.265265,alb.50679079,alb.57115632,alb.452427276,alb.56697825,alb.56459015,alb.57117638,alb.56459400,alb.57004544,alb.171653739,alb.458340824,alb.56456636,alb.56459794,alb.57002728,alb.171653755,alb.197653155,alb.458365358,alb.30971828,alb.50544716,alb.56451537,alb.105925698,alb.645776832,alb.205032,alb.159440,alb.177047,alb.205897,alb.50468989,alb.260989,alb.458346564,alb.458454780,alb.30971835,alb.179913,alb.50654327,alb.57131957,alb.105898937,alb.134832462,alb.458431053,alb.166160,alb.30971829,alb.50480894,alb.50307056,alb.56460642,alb.56462443,alb.57114092,alb.56997462,alb.157102995,alb.458365794,alb.30971834,alb.141096,alb.56460919,alb.57114048,alb.458362469,alb.50485168,alb.56461472,alb.57130985,alb.56993304,alb.105923772,alb.171653773,alb.425030670,alb.454100313"
Pop,Odyssee,
Pop,Paula Abdul,"alb.323183521,alb.14191368,alb.50328521,alb.57524042,alb.9216531,alb.50281959,alb.155547,alb.105956422,alb.186492,alb.50306811,alb.56874520,alb.105912890,alb.116100,alb.50325607,alb.258531,alb.57114702,alb.615921900,alb.205940,alb.50299555,alb.58754387,alb.105929927"
Pop,Superson,
Pop,One Direction,"alb.493484703,alb.493490733,alb.397023937,alb.205674190,alb.609883311,alb.168604060,alb.393459596,alb.609222174,alb.166114520,alb.330891108,alb.130429108,alb.141287117,alb.609001901,alb.635637212,alb.386949321,alb.67866427,alb.67851000,alb.386949245,alb.70949641,alb.57623608,alb.177524897,alb.52476871,alb.54522170,alb.54923144,alb.55169234,alb.60405547,alb.46335720"
Pop,Jonas Brothers,"alb.621122806,alb.622018727,alb.431062701,alb.389347442,alb.382520193,alb.382524939,alb.374247697,alb.120615919,alb.57101447,alb.56861888,alb.39272544,alb.322297630,alb.320992852,alb.28576940,alb.57352809,alb.61923987,alb.114089274,alb.194748662,alb.645142637,alb.114251565,alb.28068090,alb.352362611,alb.26169589,alb.25149374,alb.22115892,alb.22684186,alb.57483771,alb.57339991,alb.57340030,alb.57341425,alb.57484766,alb.57190753,alb.57192483,alb.61923882,alb.114089306,alb.194741435,alb.645146688,alb.15750624,alb.15750623,alb.57553314,alb.57554194,alb.57307388,alb.57314493,alb.57551893,alb.57552361,alb.57552989,alb.57229562,alb.62538158,alb.62538173,alb.61923803,alb.113821121,alb.127522362,alb.195218145,alb.11069144,alb.154157584"
Pop,Backstreet Boys,"alb.708494512,alb.126353940,alb.406513086,alb.406513234,alb.347677099,alb.227085199,alb.142220600,alb.193568372,alb.282094469,alb.122284953,alb.122101270,alb.282094529,alb.386533504,alb.117665148,alb.117665161,alb.114190739,alb.116681981,alb.116709749,alb.122201759,alb.137535105,alb.142771143,alb.181339267,alb.193516022,alb.291366858,alb.126226208,alb.307327460,alb.54946131,alb.30269553,alb.55868792,alb.317274250,alb.317274352,alb.56965736,alb.17046612,alb.56311249,alb.71805950,alb.71806037,alb.71723913,alb.111605995,alb.136413736,alb.55419690,alb.13756679,alb.7372446,alb.56343220,alb.56346478,alb.56346378,alb.56355685,alb.56355329,alb.56355403,alb.55421224,alb.55421624,alb.111585178,alb.215630,alb.142701,alb.215280,alb.111555825,alb.322082,alb.56441643,alb.56441329,alb.56331898,alb.310602,alb.164719,alb.55872748,alb.55871899,alb.55872975,alb.224640,alb.56538715,alb.56437951,alb.56438311,alb.55870320,alb.56532464"
Pop,Demi Lovato,"alb.692304953,alb.692311410,alb.577036956,alb.579314369,alb.572266709,alb.572265927,alb.570433422,alb.570433584,alb.572043032,alb.572043065,alb.572055597,alb.572055535,alb.572055663,alb.572055537,alb.319123901,alb.278756469,alb.278756519,alb.279219515,alb.276516564,alb.276470678,alb.276470723,alb.276516755,alb.276519320,alb.276649536,alb.276649650,alb.276521252,alb.319123866,alb.319123885,alb.319123914,alb.359670379,alb.359389744,alb.202303324,alb.202303400,alb.202306234,alb.202894091,alb.202894121,alb.202894737,alb.202894753,alb.202306301,alb.487325698,alb.168626410,alb.169481319,alb.169481518,alb.491915035,alb.108388222,alb.107830519,alb.109709174,alb.320430371,alb.340985694,alb.491951184,alb.57954052,alb.491695147,alb.54338536,alb.58495707,alb.49790793,alb.114981229,alb.29140224,alb.55541341,alb.55552837,alb.114276295,alb.114980297,alb.57486809,alb.57485303,alb.23067136,alb.56388015,alb.56405352,alb.57486009,alb.57485187"
Pop,Dove Cameron,"alb.189162597,alb.232349763,alb.180724526,alb.180260658,alb.179149578"
Pop,'NSYNC,"alb.614430627,alb.613716478,alb.157793562,alb.52366609,alb.426034323,alb.612712098,alb.67866043,alb.67481351,alb.8091319,alb.71587275,alb.67481277,alb.56538619,alb.56538266,alb.301447,alb.56441312,alb.56441688,alb.301202,alb.56324940,alb.56311398,alb.56539891,alb.56540239,alb.56445874,alb.56446034,alb.57294720,alb.76175265,alb.224988,alb.103607,alb.56540696,alb.56540363"
Pop,Tiffany,"alb.722778300,alb.631373195,alb.328443256,alb.562285568,alb.265266794,alb.364654349,alb.470731420,alb.229890932,alb.67503442,alb.46312024,alb.361450884,alb.105714159,alb.25679258,alb.20635599,alb.45249851,alb.14936267,alb.10577575,alb.242109,alb.285237,alb.285722,alb.62536372,alb.61954594,alb.302068,alb.21133897,alb.107131281"
Pop,New Kids On The Block,"alb.341453665,alb.322341861,alb.289675401,alb.199041361,alb.187254457,alb.122100797,alb.194759402,alb.357956042,alb.71950706,alb.54946292,alb.32332865,alb.56440037,alb.635617645,alb.23458463,alb.608097396,alb.22714379,alb.22714385,alb.57570498,alb.57576603,alb.57405744,alb.57401397,alb.108539587,alb.114581411,alb.22270259,alb.49307056,alb.57424691,alb.490124869,alb.195053532,alb.128098112,alb.186928,alb.56439288,alb.226319161,alb.56358640,alb.151194,alb.22269942,alb.56363210,alb.284030,alb.208995,alb.203209,alb.160167,alb.141431,alb.165602"
Pop,Britney Spears,"alb.537328171,alb.537327496,alb.537428373,alb.537428449,alb.479101320,alb.478957481,alb.478958418,alb.479322288,alb.386551299,alb.386551053,alb.243625743,alb.243653177,alb.398146331,alb.473477128,alb.473477102,alb.236536116,alb.236536130,alb.236502130,alb.236502065,alb.181716772,alb.130603554,alb.130675490,alb.130603539,alb.78038012,alb.63525632,alb.61359287,alb.45201244,alb.45207351,alb.619485089,alb.392498498,alb.30767702,alb.55350859,alb.55351083,alb.24358115,alb.25349800,alb.55345799,alb.55345640,alb.392387561,alb.619485051,alb.17046611,alb.71413183,alb.71396601,alb.71679769,alb.71459347,alb.392387426,alb.607338550,alb.6592833,alb.28603738,alb.55349598,alb.55348531,alb.55348572,alb.55349103,alb.71465596,alb.301370,alb.55427757,alb.55868940,alb.55869297,alb.111715834,alb.17545505,alb.225846,alb.321762,alb.55431485,alb.56266033,alb.110898455,alb.106495,alb.17578920,alb.49971438"
Pop,Debbie Gibson,"alb.312773897,alb.192815501,alb.161113613,alb.118256991,alb.104614659,alb.63734838,alb.70861496,alb.356499845,alb.42196646,alb.26360806,alb.22214312,alb.16685101,alb.11621164,alb.301913,alb.9057718,alb.98784,alb.16685137,alb.25174717,alb.302138,alb.310726"
Pop,Selena Gomez,"alb.464405454,alb.464405526,alb.464404635,alb.464404747,alb.435322706,alb.435014373,alb.435002281,alb.435428344,alb.446451199,alb.446451257,alb.446643156,alb.446638926,alb.201277861,alb.201309379,alb.202078752,alb.202078938,alb.215717047,alb.215858265,alb.359275561,alb.361814490,alb.359765753,alb.201237988,alb.200020804,alb.195914914,alb.190534693,alb.168357701,alb.169468410,alb.492630462,alb.132420272,alb.115770283,alb.117438676,alb.117040782,alb.354933644,alb.492802159,alb.493179447,alb.46998895,alb.55287140,alb.55288577,alb.55282379,alb.55284992,alb.55360515,alb.114349014,alb.55440625,alb.55443865,alb.114347783,alb.491948986,alb.55632502,alb.55629543,alb.115086771"
Pop,Jesse McCartney,"alb.415549720,alb.151204053,alb.495035793,alb.49790336,alb.114282124,alb.27204824,alb.114251139,alb.20760132,alb.56935067,alb.56924723,alb.96801137,alb.114258940,alb.11571660,alb.56183649,alb.56181073,alb.56600452,alb.56591172,alb.105742134,alb.56656549,alb.8750528,alb.56182413,alb.56192328,alb.56638290,alb.565850464"
Pop,Hanson,"alb.650937724,alb.681377723,alb.519050930,alb.508242342,alb.508279086,alb.335687034,alb.410932477,alb.480342044,alb.281237301,alb.283270526,alb.272856368,alb.206136439,alb.112079024,alb.410964160,alb.508350651,alb.38742671,alb.60329460,alb.419827563,alb.508264717,alb.65640982,alb.15568085,alb.62985077,alb.242410995,alb.420535110,alb.508237290,alb.17891822,alb.10307943,alb.58567270,alb.58568324,alb.67997316,alb.7676338,alb.420520423,alb.508264912,alb.62969915,alb.242410907,alb.7583942,alb.6453193,alb.118658017,alb.5188797,alb.5188719,alb.62968980,alb.242398724,alb.419849026,alb.508264961,alb.5231195,alb.203405,alb.57685655,alb.180777636,alb.181732895,alb.194537792,alb.313525,alb.280600,alb.134406,alb.56246825,alb.56239372,alb.114283046,alb.136032,alb.56224196,alb.56242593,alb.156566,alb.30584201,alb.165878227"
Pop,Aly & AJ,"alb.637045537,alb.562742597,alb.534612563,alb.338973714,alb.15293281,alb.56973138,alb.565852580,alb.323171508,alb.7523087,alb.56762038,alb.338639588"
Pop,Big Time Rush,"alb.71463370,alb.230019939,alb.111193287,alb.113748449,alb.113729194,alb.111193271,alb.51666806,alb.55181469,alb.61551306,alb.54727857,alb.110943882,alb.54499223,alb.41392928"
Pop,Hilary Duff,"alb.397534028,alb.396571244,alb.189179867,alb.189393906,alb.609168502,alb.31197846,alb.24050485,alb.56723315,alb.321156917,alb.320811899,alb.13967536,alb.56613286,alb.105726848,alb.107367437,alb.115084767,alb.356459866,alb.105720180,alb.7523088,alb.56637197,alb.114716866,alb.115085722,alb.114260582,alb.565853646,alb.335612557,alb.56768119,alb.322719811,alb.6115538,alb.288773,alb.30323375,alb.56608790,alb.566091944,alb.321207,alb.56661851,alb.427068785"
Pop,The Veronicas,"alb.588515111,alb.588513401,alb.581330533,alb.581340633,alb.606484114,alb.310244860,alb.396637091,alb.168277006,alb.609212419,alb.30054996,alb.22719850,alb.20339326,alb.54738835,alb.55341396,alb.56334962,alb.8903227,alb.54973643,alb.111336688"
Pop,Cody Simpson,"alb.648723685,alb.661045332,alb.397827119,alb.395442852,alb.387750392,alb.376188809,alb.190409854,alb.191422400,alb.411170029,alb.65730719"
Pop,Daniel Bedingfield,"alb.57887737,alb.57890691,alb.57885198,alb.57890297,alb.57887368,alb.57887033,alb.106845230,alb.305515,alb.271796,alb.281172,alb.117122,alb.57339421,alb.57229462,alb.58512684,alb.58555999,alb.58554386,alb.58496010,alb.60164331,alb.60164163,alb.114719154,alb.114980873,alb.114560890,alb.250833332"
Pop,The Jets,"alb.357812691,alb.71935493,alb.32361628,alb.25624189,alb.10307869,alb.273634,alb.312400,alb.55704662,alb.55714561,alb.274988,alb.304985,alb.241645,alb.179023,alb.17253061,alb.160460,alb.201271832,alb.200807368,alb.179025"
Rock,Jeff Jones,"alb.240689676,alb.116064084,alb.104095953,alb.44950752,alb.44952043,alb.45113623,alb.45098474,alb.45606040,alb.132598938,alb.22735596,alb.22735576,alb.12091692,alb.10613347,alb.7101006,alb.45112993"
Rock,Bonnie Raitt,"alb.661613873,alb.643567100,alb.648107928,alb.636805472,alb.569085899,alb.543818039,alb.512420630,alb.512050564,alb.444797338,alb.444774104,alb.443336977,alb.428487583,alb.426256965,alb.413485695,alb.400712768,alb.396808442,alb.575822799,alb.587690833,alb.391411415,alb.366656230,alb.391768568,alb.320770983,alb.476410438,alb.314593615,alb.297679279,alb.297678474,alb.298034254,alb.351256456,alb.229912934,alb.428612355,alb.219394005,alb.411011376,alb.217449803,alb.207886419,alb.206415105,alb.209226221,alb.193366144,alb.192713979,alb.330986229,alb.331207364,alb.577419158,alb.189004312,alb.189560929,alb.185949248,alb.172777983,alb.161874965,alb.158221836,alb.150578876,alb.113154717,alb.67750805,alb.351275563,alb.66588515,alb.58234893,alb.62893336,alb.193488755,alb.249146754,alb.420747043,alb.307333,alb.21343099,alb.11124669,alb.50306059,alb.7606644,alb.50339943,alb.341570256,alb.300741,alb.50524230,alb.56832842,alb.57530110,alb.121738,alb.428613709,alb.226711,alb.214932,alb.105941556,alb.256193,alb.128418522,alb.29325126,alb.217464,alb.117526,alb.22214945,alb.608067705,alb.29325173,alb.22214949,alb.270376,alb.22214951,alb.22214947,alb.270370,alb.22214950,alb.216961,alb.270381,alb.22214948,alb.22214946,alb.236150226,alb.22214952,alb.687588283,alb.22214953,alb.607764478"
Rock,Tina Turner,"alb.631372932,alb.617100977,alb.569215861,alb.585218175,alb.569106505,alb.569133128,alb.585217323,alb.585218075,alb.520996563,alb.525660473,alb.521790558,alb.522205729,alb.522053700,alb.585358551,alb.585360110,alb.585360550,alb.512553613,alb.486141717,alb.402235954,alb.439770401,alb.435727570,alb.435652003,alb.430092084,alb.424323708,alb.402235968,alb.337454797,alb.333738878,alb.323574021,alb.265727041,alb.269173399,alb.257789861,alb.245149255,alb.230844257,alb.221603585,alb.208763535,alb.200855231,alb.209194537,alb.200323060,alb.198659196,alb.200975020,alb.190079542,alb.411035555,alb.189866190,alb.184064048,alb.186468736,alb.184063207,alb.178551007,alb.173427405,alb.171046060,alb.172226865,alb.166730839,alb.167918909,alb.167331180,alb.226393561,alb.160734304,alb.167454792,alb.170157272,alb.168376669,alb.163923265,alb.164783922,alb.163928593,alb.163994922,alb.165070658,alb.147263119,alb.164630483,alb.404326242,alb.164651324,alb.154366705,alb.164636663,alb.164646857,alb.143252745,alb.149255652,alb.151854205,alb.139617643,alb.141559470,alb.136083375,alb.428647916,alb.136770180,alb.137915636,alb.136545156,alb.136548967,alb.137108980,alb.144169663,alb.135011716,alb.133421449,alb.129025251,alb.129025852,alb.128684588,alb.123656005,alb.129255600,alb.148080724,alb.122082038,alb.120417554,alb.121448554,alb.120415690,alb.122085655,alb.105020473,alb.110413056,alb.109850541,alb.104734239,alb.559052839,alb.150550974,alb.98468942,alb.67809378,alb.68182815,alb.133665645,alb.64595513,alb.63438619,alb.118333391,alb.63224808,alb.53670975,alb.134993427,alb.118342363,alb.63088596,alb.65759394,alb.45529768,alb.43326727,alb.127344295,alb.127339283,alb.127334639,alb.239956358,alb.32999631,alb.30309320,alb.50482380,alb.57100312,alb.428598724,alb.26955921,alb.56715150,alb.23187085,alb.428657290,alb.27384456,alb.27384455,alb.14311589,alb.12189234,alb.23144297,alb.40139032,alb.106227825,alb.219781332,alb.56647772,alb.9216525,alb.50290792,alb.7640679,alb.428672647,alb.39092298,alb.7360962,alb.180505098,alb.232685128,alb.6664792,alb.6796858,alb.56915927,alb.428638504,alb.31366755,alb.296589,alb.297769,alb.263579,alb.288789,alb.266190,alb.289672,alb.263740,alb.178463,alb.260671,alb.50650958,alb.56694884,alb.57118800,alb.510852729,alb.434879552,alb.302524,alb.26360266,alb.175207,alb.130141,alb.112112,alb.94443,alb.163681,alb.229857479,alb.124281,alb.50537555,alb.56763317,alb.56900302,alb.105959048,alb.428658761,alb.428614177,alb.164658,alb.229486,alb.715677510,alb.162368,alb.50330431,alb.428637674,alb.322091,alb.301872,alb.56629778,alb.57766183,alb.57771314,alb.147220606,alb.184895099,alb.428657328,alb.597314375,alb.7184529,alb.197246,alb.50327988,alb.428656810"
Rock,John Fogerty,"alb.618174595,alb.531238989,alb.531304575,alb.445865907,alb.420358269,alb.424427145,alb.428614458,alb.284818946,alb.285820220,alb.495632380,alb.589615558,alb.516907864,alb.159661603,alb.108372594,alb.109870102,alb.396392373,alb.608877878,alb.184481582,alb.55544853,alb.55548105,alb.108557706,alb.618285748,alb.16496488,alb.56255885,alb.56230639,alb.57697861,alb.57696934,alb.107567044,alb.114455541,alb.114460804,alb.14300648,alb.12075305,alb.56225465,alb.56233303,alb.114460839,alb.114712805,alb.195200878,alb.7688279,alb.6479235,alb.56145043,alb.56151801,alb.284818823,alb.589289695,alb.223511,alb.56145105,alb.56117526,alb.113899537,alb.6587674,alb.285145,alb.56136469,alb.56113845,alb.113897913,alb.285630903,alb.589289979,alb.127909,alb.57354951,alb.57352861,alb.113898273,alb.284733780,alb.246215,alb.270091,alb.55371323,alb.55382942,alb.56073011,alb.10150408,alb.618285824"
Rock,Survivor,"alb.412060663,alb.165659828,alb.33029132,alb.10397849,alb.55865717,alb.6235050,alb.55723722,alb.110289,alb.96833,alb.99108,alb.112231,alb.142475988,alb.94021,alb.57548181,alb.128484,alb.56531071,alb.190852,alb.386950048,alb.12964946,alb.197899,alb.42479868,alb.71879142,alb.111810912,alb.307198,alb.27868009,alb.58914052"
Rock,Oculus,"alb.697957842,alb.402399172,alb.282769102,alb.348540837,alb.438288463,alb.404553343,alb.31937612,alb.11695191,alb.11600931,alb.9879237"
Rock,Uncle Kracker,"alb.395843410,alb.395810965,alb.68041922,alb.431541741,alb.30054973,alb.30054974,alb.490291768,alb.490290314,alb.6187611,alb.490224894,alb.119529,alb.11223999,alb.190008,alb.11224003,alb.490224941,alb.490224976,alb.321676,alb.232552,alb.490912606,alb.490912552"
Rock,Robert Tepper,"alb.403996125,alb.59714964,alb.30810866,alb.30694246,alb.228732"
Rock,BoDeans,"alb.660429909,alb.658274035,alb.526759480,alb.252543079,alb.578716597,alb.178917216,alb.72414980,alb.61598929,alb.48096537,alb.201900309,alb.427385659,alb.48117821,alb.60833359,alb.325351788,alb.54243521,alb.18859128,alb.157161,alb.7547986,alb.50328668,alb.58754048,alb.7543785,alb.5278402,alb.104348,alb.157164,alb.48183184,alb.427363685,alb.157162,alb.48181102,alb.427619959,alb.157163,alb.27581421,alb.157159,alb.157160,alb.258669,alb.48183700,alb.427460867"
Rock,Johnny Kemp,"alb.187445418,alb.189767217,alb.188913577,alb.189767239,alb.176907"
Rock,Tommy Tutone,"alb.374060801,alb.117567292,alb.232287476,alb.46959293,alb.18066377,alb.17482368,alb.17482363,alb.307303,alb.101005,alb.95417"
Rock,John Cafferty And The Beaver Brown Band,"alb.594210037,alb.21776526,alb.129164,alb.128483,alb.169068,alb.52899812,alb.128482,alb.247424018,alb.88155,alb.70737471,alb.197213,alb.168327283,alb.207421"
Rock,The Honeydrippers,"alb.68971811,alb.14708192,alb.453954552"
Rock,James Brown,"alb.648317540,alb.651310159,alb.651771065,alb.651343838,alb.653905602,alb.649148226,alb.648206053,alb.648205605,alb.648379302,alb.637966251,alb.655501567,alb.655492038,alb.623963047,alb.610512592,alb.612752847,alb.612748453,alb.613002004,alb.598794239,alb.578254296,alb.585967016,alb.582733793,alb.578218506,alb.577563266,alb.580022544,alb.578314663,alb.569460632,alb.566634822,alb.541393083,alb.545124523,alb.543872237,alb.551183185,alb.519082849,alb.530684149,alb.522276387,alb.515435265,alb.507005034,alb.498197838,alb.512240287,alb.496195213,alb.492607118,alb.489850460,alb.490596157,alb.474335965,alb.474335739,alb.487579128,alb.475755926,alb.469508817,alb.489176697,alb.488744545,alb.556322120,alb.470692900,alb.467824347,alb.489109337,alb.489319431,alb.467500124,alb.458542474,alb.484801247,alb.485606601,alb.460125598,alb.440433558,alb.444966025,alb.444527941,alb.471542149,alb.428666414,alb.430583314,alb.430559336,alb.436597387,alb.656435242,alb.542100300,alb.419963253,alb.391909254,alb.426222646,alb.416553577,alb.415715596,alb.625573220,alb.417352322,alb.411334373,alb.409846644,alb.591460772,alb.394147270,alb.667993595,alb.390321479,alb.382613484,alb.367680437,alb.367833328,alb.362559358,alb.341404672,alb.338194949,alb.338193785,alb.337178822,alb.339087453,alb.337919702,alb.343668774,alb.387590352,alb.457673797,alb.343663215,alb.349787767,alb.349788205,alb.349790555,alb.457986146,alb.458223178,alb.457847032,alb.248953104,alb.331445112,alb.317582996,alb.324412172,alb.323682961,alb.323684125,alb.324658544,alb.325101965,alb.320875084,alb.322545161,alb.322348272,alb.322348350,alb.319771691,alb.318334977,alb.319008209,alb.318906202,alb.312361693,alb.299144863,alb.298847564,alb.277398766,alb.279707179,alb.277982963,alb.277984044,alb.276559269,alb.262061050,alb.267819005,alb.267622759,alb.271589967,alb.266203769,alb.263517729,alb.260614103,alb.262023392,alb.262025343,alb.256797641,alb.256768951,alb.254090913,alb.594270192,alb.245685647,alb.245649653,alb.234688535,alb.229971562,alb.227944090,alb.201717738,alb.218630148,alb.210332200,alb.207040380,alb.208412515,alb.198892238,alb.206834104,alb.204858888,alb.203209481,alb.201522397,alb.425886646,alb.201222124,alb.200337775,alb.200255574,alb.200246342,alb.199070757,alb.197693048,alb.198670539,alb.197227362,alb.205835928,alb.202103643,alb.198788181,alb.203435480,alb.192110681,alb.198493121,alb.203435341,alb.191715608,alb.191717324,alb.193562782,alb.193890797,alb.199748731,alb.191307764,alb.200154318,alb.188762429,alb.191839911,alb.200243956,alb.194310407,alb.187499730,alb.187543349,alb.200509092,alb.195214625,alb.187188488,alb.185675199,alb.194183588,alb.195219853,alb.193922180,alb.188733118,alb.192697104,alb.199879736,alb.195459319,alb.184917828,alb.194052268,alb.191636359,alb.187949917,alb.185028226,alb.191100795"
