Genero,Artista,Albums
Rock,Ike and Tina Turner,"alb.666924681,alb.651627036,alb.641337377,alb.640662381,alb.656435167,alb.627469681,alb.626017076,alb.603962530,alb.601722398,alb.603773152,alb.626292853,alb.619265806,alb.625404506,alb.601197539,alb.600374510,alb.597554730,alb.563308226,alb.600303956,alb.574002541,alb.603767870,alb.568847934,alb.601699231,alb.568840394,alb.565827464,alb.565847524,alb.56961968,alb.601659940,alb.594491839,alb.635642764,alb.563414698,alb.563418072,alb.585905733,alb.585906072,alb.585906291,alb.585910700,alb.585902707,alb.585901374,alb.585899331,alb.585899380,alb.585899395,alb.585899619,alb.547221429,alb.551844331,alb.580023252,alb.580022870,alb.580022916,alb.580028393,alb.580028782,alb.580029270,alb.580020535,alb.580029568,alb.580016359,alb.580018579,alb.549517894,alb.548752084,alb.549753823,alb.547118052,alb.542215921,alb.542213993,alb.569730972,alb.569774868,alb.569735192,alb.569724497,alb.569728278,alb.569721474,alb.569722090,alb.569727234,alb.591228240,alb.591228376,alb.591227291,alb.591230298,alb.591230538,alb.591230655,alb.591230786,alb.591282959,alb.591452536,alb.591233624,alb.540285641,alb.540285536,alb.520394686,alb.525656737,alb.520394426,alb.525655938,alb.534291259,alb.532993547,alb.537095407,alb.510760394,alb.509458134,alb.488878179,alb.488867575,alb.480886584,alb.480147614,alb.518910380,alb.483893154,alb.477498300,alb.483896445,alb.477200959,alb.475618184,alb.472799751,alb.471026843,alb.471031753,alb.457569793,alb.455310332,alb.477989324,alb.445465767,alb.443770450,alb.440488184,alb.440481970,alb.437128221,alb.437124150,alb.428985634,alb.429004893,alb.420310725,alb.418764972,alb.407420361,alb.407417262,alb.406035996,alb.406040032,alb.409352302,alb.399240360,alb.399241755,alb.392479490,alb.391538780,alb.394930148,alb.394934885,alb.387914625,alb.390097254,alb.390097265,alb.390086681,alb.391042348,alb.391042270,alb.378996838,alb.372201847,alb.378993640,alb.391403940,alb.369009731,alb.362423176,alb.330524603,alb.330527939,alb.342483436,alb.335803785,alb.329010195,alb.331086323,alb.328534521,alb.322530617,alb.322531436,alb.307341610,alb.304434455,alb.305204943,alb.352972737,alb.297043563,alb.251423039,alb.251337864,alb.268557998,alb.268558421,alb.249539872,alb.271613884,alb.251423424,alb.246638080,alb.246637679,alb.248137276,alb.248138558,alb.244004212,alb.244004198,alb.257249173,alb.258143387,alb.241516290,alb.258678983,alb.258672431,alb.258672897,alb.258691358,alb.250567467,alb.244542858,alb.244540258,alb.250515225,alb.257374055,alb.439976115,alb.241433101,alb.241430888,alb.240590162,alb.240588795,alb.247233975,alb.237062686,alb.236972642,alb.247628226,alb.247629745,alb.235768470,alb.235766920,alb.231844046,alb.231844209,alb.231793772,alb.230948133,alb.238046319,alb.228589603,alb.229298353,alb.233727165,alb.231021981,alb.220754317,alb.219858255,alb.221173730"
Rock,The Tragically Hip,"alb.677688232,alb.624167100,alb.623467661,alb.623467708,alb.623501819,alb.502500983,alb.627278234,alb.230188939,alb.230483209,alb.502501005,alb.502501232,alb.507844693,alb.167887465,alb.166557555,alb.338369286,alb.502997046,alb.65764941,alb.66902832,alb.510317203,alb.320232037,alb.421130462,alb.337076680,alb.27204885,alb.56089818,alb.56102887,alb.195040739,alb.502501711,alb.629421928,alb.333028478,alb.343036006,alb.532005230,alb.333028523,alb.333028576,alb.333085395,alb.12750152,alb.70194877,alb.195273668,alb.13856290,alb.56108729,alb.56120695,alb.113899857,alb.195039660,alb.195057993,alb.502498243,alb.626014950,alb.68439958,alb.70241719,alb.70202928,alb.502498215,alb.622842007,alb.195069431,alb.195042792,alb.65620541,alb.8801550,alb.56110411,alb.56132053,alb.195061857,alb.6084134,alb.134872,alb.10968357,alb.502501122,alb.626042736,alb.10968351,alb.32750327,alb.224659,alb.70200520,alb.195276974,alb.502501141,alb.629421997,alb.108554,alb.10968358,alb.502498199,alb.627274150,alb.32749963,alb.10968352,alb.136599,alb.70188842,alb.194885583,alb.327085239,alb.507844232,alb.629422206,alb.10968356,alb.99334,alb.31197869,alb.11039845,alb.227939,alb.327085218,alb.502501216,alb.624236807,alb.119128,alb.31197861,alb.11039848,alb.70175951,alb.337205265,alb.502501685,alb.629421894,alb.11039847,alb.194280,alb.70213855,alb.134938,alb.11039842,alb.31197886,alb.70244133,alb.502498701,alb.624299880"
Rock,Vince DiCola,"alb.342102973,alb.587117729,alb.389335254,alb.228444159,alb.208344701,alb.133839752"
Rock,Ry Cooder,"alb.649477670,alb.622557611,alb.591210428,alb.568262007,alb.591623428,alb.568963889,alb.556631019,alb.556639470,alb.502091365,alb.512058027,alb.543523009,alb.496647194,alb.496274206,alb.568877668,alb.583384650,alb.583385004,alb.594795934,alb.594784775,alb.488145195,alb.489837227,alb.502105913,alb.591210712,alb.445815531,alb.495198640,alb.426285717,alb.625156498,alb.415878607,alb.625118012,alb.520919414,alb.399271514,alb.518163295,alb.583385091,alb.594785178,alb.625099793,alb.494998089,alb.394997350,alb.486853828,alb.384005360,alb.374140058,alb.392914110,alb.369502320,alb.313819434,alb.310917179,alb.311897619,alb.398266915,alb.298031622,alb.260568211,alb.251148280,alb.594342554,alb.330906542,alb.231419175,alb.221005865,alb.201804346,alb.194224518,alb.193314790,alb.331247214,alb.192611965,alb.330984948,alb.331219212,alb.189410239,alb.190037583,alb.219952137,alb.194037805,alb.578472678,alb.172314204,alb.578716496,alb.150459114,alb.135319289,alb.136098458,alb.131243871,alb.122195270,alb.411152451,alb.110387881,alb.291512957,alb.69128798,alb.63584722,alb.416875824,alb.63656612,alb.65095126,alb.48970075,alb.416879459,alb.426288269,alb.23949427,alb.23949426,alb.23949424,alb.23949422,alb.23949423,alb.428783454,alb.488360181,alb.21236773,alb.54576461,alb.416877452,alb.13548102,alb.403962708,alb.500711742,alb.7379689,alb.264058,alb.54243500,alb.235489,alb.28660722,alb.99678,alb.488362084,alb.214254,alb.115299,alb.32583207,alb.9058237,alb.98447,alb.30649222,alb.23949425,alb.41578500,alb.226222,alb.228538,alb.214251,alb.261893,alb.51308771,alb.426046560,alb.202751,alb.109818,alb.104624,alb.54784138"
Rock,John Mellencamp,"alb.717234378,alb.659441966,alb.644411221,alb.644319068,alb.640831367,alb.640796982,alb.607977829,alb.607989608,alb.579973433,alb.579975744,alb.582627820,alb.568109047,alb.568118907,alb.568148862,alb.521712786,alb.523565928,alb.523476041,alb.512423376,alb.512428363,alb.518928743,alb.518922172,alb.591745872,alb.591747499,alb.469321451,alb.465209307,alb.485616211,alb.485766726,alb.484967183,alb.426250616,alb.426250775,alb.416702282,alb.399064175,alb.393934060,alb.540893583,alb.368834294,alb.391779380,alb.339122813,alb.359583426,alb.628976129,alb.327771226,alb.311911565,alb.359308190,alb.624288145,alb.264948051,alb.259688399,alb.259764783,alb.359620820,alb.623446974,alb.240165277,alb.240874616,alb.238005606,alb.238005438,alb.238004797,alb.238005360,alb.238005327,alb.238004850,alb.578516505,alb.575283155,alb.201205714,alb.200619526,alb.163830190,alb.162038477,alb.194541318,alb.627321357,alb.162038613,alb.153001163,alb.153908593,alb.110679455,alb.111754776,alb.111754853,alb.69300267,alb.39206428,alb.55365302,alb.55382646,alb.45437087,alb.55395391,alb.55393286,alb.55296917,alb.55322900,alb.194904136,alb.38740615,alb.320887131,alb.57602938,alb.57599553,alb.57600375,alb.322049536,alb.336417070,alb.28682296,alb.28682295,alb.56192990,alb.16861779,alb.13184746,alb.57204669,alb.57206509,alb.152773474,alb.133361,alb.60262760,alb.60263227,alb.114725949,alb.152762978,alb.152773336,alb.7420692,alb.160464906,alb.152762311,alb.56113071,alb.56106854,alb.58010792,alb.58011453,alb.58013356,alb.58015703,alb.322743250,alb.290792,alb.58708581,alb.158472,alb.58250993,alb.58257338,alb.195778,alb.194139,alb.58094383,alb.56230196,alb.301118,alb.34166645,alb.131340,alb.152773351,alb.56142291,alb.56144061,alb.57456081,alb.57453942,alb.114729612,alb.327779930,alb.9284519,alb.131339,alb.56135297,alb.56109288,alb.60231667,alb.114726759,alb.103918,alb.221713,alb.9334138,alb.60489349,alb.60154252,alb.114728826,alb.152762639,alb.260731,alb.9326323,alb.57826021,alb.114724232,alb.152773488,alb.57811682,alb.58396409,alb.114279127,alb.152773432,alb.270083,alb.228786,alb.56117675,alb.56133123,alb.57227510,alb.114726367,alb.47864979,alb.57812251,alb.57814055,alb.114741795,alb.152762886,alb.152773314,alb.114814,alb.319683,alb.57338928,alb.152763017,alb.198791,alb.40176892,alb.198792"
Rock,After the Fire,"alb.69597079,alb.491389707,alb.43270149,alb.61022913,alb.491390961,alb.47283984,alb.491404824,alb.12274185,alb.491394126,alb.317012,alb.58125322"
Rock,Bee Gees,"alb.706847119,alb.675039816,alb.562575100,alb.621791212,alb.530160649,alb.573698054,alb.404874887,alb.427024508,alb.387160913,alb.378922481,alb.366588986,alb.366083615,alb.357214063,alb.324411484,alb.324049044,alb.274145377,alb.273637306,alb.258997221,alb.259007674,alb.254469094,alb.255040197,alb.254094797,alb.254094872,alb.254469204,alb.254469251,alb.254469035,alb.254228658,alb.247179977,alb.180936259,alb.180920623,alb.247880115,alb.247880144,alb.247879848,alb.247879909,alb.247670016,alb.247670319,alb.247670663,alb.247640028,alb.248555885,alb.248004398,alb.248004452,alb.248004493,alb.248004712,alb.242484858,alb.227845098,alb.224689831,alb.188999641,alb.180582303,alb.170461330,alb.143137780,alb.143137707,alb.165826274,alb.166704080,alb.129500244,alb.124072433,alb.110250390,alb.110246386,alb.109556055,alb.118438681,alb.66605924,alb.63875523,alb.61190621,alb.61039224,alb.172861596,alb.63225135,alb.63201859,alb.63202339,alb.53037233,alb.46106348,alb.180936535,alb.247879868,alb.42191047,alb.544597244,alb.38610952,alb.38610651,alb.38607607,alb.38607859,alb.32140390,alb.45337373,alb.53038235,alb.62294679,alb.66604879,alb.113236315,alb.247639985,alb.248004411,alb.29204118,alb.16346522,alb.26155604,alb.275317224,alb.24777938,alb.119381,alb.116520,alb.6588724,alb.105646,alb.112063,alb.170627,alb.138547,alb.310908,alb.192040,alb.17959309,alb.212961,alb.58173079,alb.58173490,alb.180919997,alb.180920034,alb.180936247,alb.180936638,alb.180929380,alb.247755893,alb.247880132,alb.247879779,alb.247879812,alb.247879836,alb.247879881,alb.247879895,alb.247879928,alb.247879939,alb.247669874,alb.247894130,alb.247640059,alb.247640071,alb.247640084,alb.248004778,alb.248004480,alb.248004555,alb.248004568,alb.248004606,alb.248004669,alb.248004682,alb.248004696,alb.248004727,alb.279062140,alb.324118773,alb.174695,alb.146493,alb.320288,alb.219761282,alb.247755916,alb.247321068,alb.247880219,alb.248004534,alb.258299943,alb.259005705,alb.15055119,alb.15055103,alb.13716838,alb.180929609,alb.324049118,alb.11221606,alb.180936596,alb.180920704,alb.16658428,alb.216258,alb.324118730,alb.219973780,alb.180929649,alb.130188,alb.95799,alb.146490,alb.12965190,alb.13035419,alb.13035377,alb.144754,alb.317985,alb.310712,alb.248004521,alb.308426,alb.11464051,alb.13035420,alb.149697,alb.11944278,alb.192041,alb.136023,alb.327099536,alb.417542554,alb.417617234,alb.418800872,alb.417617607,alb.149698,alb.258299910,alb.259005377,alb.16346495,alb.268134,alb.25289494,alb.54132805,alb.382625639,alb.61039270,alb.364858206,alb.364716390"
Rock,Boz Scaggs,"alb.717174344,alb.658573511,alb.651567702,alb.648180672,alb.568860863,alb.554749342,alb.534277584,alb.530867913,alb.487910037,alb.509622752,alb.485326739,alb.512383182,alb.556313517,alb.575902615,alb.587818214,alb.420428740,alb.637052003,alb.426251989,alb.512055197,alb.419389456,alb.396809652,alb.484926705,alb.541189467,alb.397513022,alb.502090901,alb.391411247,alb.485815076,alb.554690650,alb.388875391,alb.366657323,alb.391755745,alb.485062742,alb.488265272,alb.334230261,alb.331549921,alb.322434987,alb.359610285,alb.361153247,alb.629457403,alb.297686261,alb.297305661,alb.264438653,alb.264365953,alb.235465730,alb.236609565,alb.236609706,alb.236609730,alb.223980016,alb.202181212,alb.202182017,alb.188005377,alb.188321494,alb.181142105,alb.162252229,alb.130444837,alb.127959851,alb.119563875,alb.71965658,alb.76232960,alb.76299060,alb.77538416,alb.80812145,alb.323676030,alb.321770243,alb.321770263,alb.321965149,alb.47959200,alb.56168798,alb.56197429,alb.114275253,alb.209560529,alb.481603448,alb.48215041,alb.48215029,alb.341830690,alb.492798404,alb.50314457,alb.6439174,alb.8830076,alb.480950334,alb.319087,alb.481078765,alb.290314,alb.258662,alb.143389,alb.34166326,alb.7632411,alb.214963,alb.137306,alb.56988373,alb.195274,alb.117090,alb.50508185,alb.56303978,alb.613362336,alb.621874898,alb.624290063,alb.666313876,alb.231963,alb.50545567,alb.620757200,alb.134185,alb.128949,alb.11853149,alb.284037,alb.114051,alb.13610901,alb.193116566,alb.236142033,alb.102771,alb.58363841,alb.89327,alb.32750253,alb.427842139,alb.195280,alb.195279,alb.109863,alb.21633409"
Rock,Chicago,"alb.682258793,alb.639414387,alb.645277748,alb.655280545,alb.637925928,alb.637925516,alb.637562739,alb.637590175,alb.637617656,alb.631411034,alb.627943102,alb.619670831,alb.619693489,alb.610175073,alb.578653968,alb.578645939,alb.578597026,alb.578609363,alb.560024473,alb.560024826,alb.554944954,alb.554765125,alb.554682892,alb.539555305,alb.539555096,alb.541471466,alb.542357334,alb.534367260,alb.534347766,alb.530963230,alb.530763230,alb.522545319,alb.495162217,alb.512390642,alb.512386207,alb.512406807,alb.509604626,alb.509610515,alb.502095414,alb.512244171,alb.512055642,alb.512056127,alb.512056142,alb.512259973,alb.518946981,alb.496344711,alb.560025580,alb.496212452,alb.560030571,alb.568837589,alb.488393394,alb.495296065,alb.488130837,alb.488912825,alb.485737871,alb.485130901,alb.485247857,alb.485451359,alb.556491962,alb.578651696,alb.484897260,alb.485696259,alb.485740504,alb.485385091,alb.588158868,alb.588159295,alb.442047679,alb.431000948,alb.426258042,alb.426253345,alb.426256162,alb.426256261,alb.413311759,alb.428617860,alb.396495788,alb.396495068,alb.588159010,alb.588149999,alb.396466732,alb.396468872,alb.395665286,alb.578584295,alb.588158785,alb.588151703,alb.391410898,alb.391410909,alb.391411070,alb.391411665,alb.442054094,alb.512423627,alb.389620628,alb.479326971,alb.366659473,alb.366660103,alb.366654032,alb.366654337,alb.391751400,alb.391755396,alb.391755535,alb.391754661,alb.523496826,alb.560024434,alb.332900509,alb.410939310,alb.576383732,alb.317473212,alb.410973332,alb.487849497,alb.318325046,alb.305777173,alb.410989401,alb.503040215,alb.296808335,alb.289159253,alb.289160810,alb.290607737,alb.279043505,alb.272978935,alb.259019095,alb.251432537,alb.249446968,alb.411021494,alb.247035851,alb.247339825,alb.508592580,alb.520913370,alb.224628824,alb.215138272,alb.208020563,alb.206855972,alb.200700616,alb.200533737,alb.191821410,alb.191070917,alb.191206681,alb.428637428,alb.411012691,alb.576401255,alb.198421773,alb.176305474,alb.165262095,alb.166313656,alb.175783312,alb.149848317,alb.149831767,alb.153299395,alb.149330204,alb.136460124,alb.168233677,alb.133764816,alb.411120377,alb.107527297,alb.116373489,alb.122622145,alb.411152491,alb.411232871,alb.67468665,alb.451839543,alb.65411287,alb.63056451,alb.63872067,alb.61382965,alb.155627,alb.63606768,alb.60943360,alb.63237659,alb.63225343,alb.72295864,alb.105333143,alb.428629567,alb.53031126,alb.263396490,alb.53044404,alb.119078331,alb.71278251,alb.444247343,alb.47868762,alb.68912199,alb.168082004,alb.47596842,alb.45073544,alb.63561630,alb.106065605,alb.177890037,alb.576383747,alb.119214373,alb.68876893,alb.68264690,alb.32140333,alb.45335151,alb.55131530,alb.55132225,alb.54579451,alb.54973264,alb.54842382,alb.484079330,alb.576383943,alb.598051542,alb.30766652,alb.30649235"
Rock,Stevie Nicks,"alb.651109843,alb.630131441,alb.613923284,alb.560830478,alb.543253374,alb.524378213,alb.524405073,alb.543285628,alb.547586430,alb.512288935,alb.512266811,alb.583383373,alb.480413985,alb.476303985,alb.446922456,alb.446922697,alb.446911041,alb.426276673,alb.426280660,alb.426255374,alb.416745322,alb.651113717,alb.401904023,alb.401904145,alb.543914518,alb.543476066,alb.583385479,alb.400712133,alb.394997448,alb.394997484,alb.374139495,alb.374132380,alb.392379696,alb.392379561,alb.364239642,alb.410890825,alb.319992586,alb.454665142,alb.297678028,alb.290482999,alb.288252297,alb.279798712,alb.304482101,alb.261481062,alb.246384535,alb.241994724,alb.241994799,alb.241995007,alb.241994952,alb.411008787,alb.454031733,alb.454031843,alb.503418047,alb.503418153,alb.411034097,alb.234629371,alb.234643605,alb.233221690,alb.231280908,alb.225498219,alb.217428164,alb.205863012,alb.206414714,alb.205115195,alb.577425724,alb.162657803,alb.503418244,alb.503418533,alb.146866449,alb.140943000,alb.67751967,alb.67180071,alb.45737290,alb.426062970,alb.503418071,alb.13905577,alb.439980052,alb.111327935,alb.111349038,alb.503418058,alb.26873756,alb.15004412,alb.503418190,alb.201617,alb.201616,alb.202727,alb.608066369,alb.98390,alb.438958987,alb.276489,alb.95252,alb.118645,alb.697304726,alb.314492,alb.27748630,alb.427704868,alb.503418440,alb.27748609,alb.236839,alb.344573313,alb.344573226,alb.322220406"
Rock,Phil Collins,"alb.379927821,alb.379927571,alb.488772673,alb.349831540,alb.349866367,alb.330289936,alb.240053137,alb.240053266,alb.240053413,alb.420053407,alb.411021400,alb.562217944,alb.229112527,alb.229112572,alb.229112408,alb.229112433,alb.435157293,alb.435157581,alb.223960434,alb.224298326,alb.223960032,alb.501554443,alb.219076310,alb.210258261,alb.216213584,alb.217972172,alb.411036220,alb.56668958,alb.56664277,alb.142249042,alb.411058298,alb.217972265,alb.223959877,alb.121546726,alb.40811679,alb.113229422,alb.116590006,alb.121420557,alb.56875859,alb.56639387,alb.56633152,alb.56635322,alb.56636119,alb.56641640,alb.56632876,alb.56637832,alb.6489075,alb.56740215,alb.325873011,alb.303625,alb.28190119,alb.133127,alb.156447,alb.316711,alb.410926594,alb.327477441,alb.25848919,alb.102280,alb.56877675,alb.41577061,alb.116561,alb.410888834,alb.261034,alb.54657968,alb.245563,alb.56662133,alb.250887,alb.56668675,alb.219077272,alb.219076365,alb.315772,alb.56672339"
Rock,Bread,"alb.611594757,alb.585234548,alb.529020640,alb.481076775,alb.446053260,alb.373615069,alb.368517252,alb.324134549,alb.282093523,alb.484338452,alb.224703221,alb.222939241,alb.411044572,alb.108630802,alb.373781436,alb.54133100,alb.105332418,alb.567135351,alb.41927556,alb.54314240,alb.567135412,alb.7485448,alb.438944048,alb.567135433,alb.242253,alb.134368,alb.179127,alb.411053161,alb.411061398,alb.538566551,alb.567138674,alb.24629419,alb.108447,alb.567135454,alb.270838,alb.17202224,alb.411072793,alb.232346,alb.31649330,alb.411086920,alb.587616326,alb.7609775,alb.139710,alb.411080326,alb.433927623,alb.594654944,alb.31080757,alb.90587,alb.411045511,alb.594654923"
Rock,Kenny Loggins,"alb.520716120,alb.402239422,alb.330147157,alb.325836603,alb.156148579,alb.170280599,alb.61040694,alb.23223253,alb.56235068,alb.56229450,alb.324415541,alb.195038226,alb.56441507,alb.281184,alb.272446,alb.24165009,alb.55865061,alb.268840,alb.112431,alb.244183,alb.194170,alb.271961,alb.38734577,alb.306960,alb.58709521,alb.169733,alb.58305582,alb.140835,alb.56306685,alb.285283,alb.272339,alb.42743988,alb.195050930,alb.271739,alb.260301,alb.38916011,alb.157186,alb.195059719,alb.98950,alb.195076498,alb.251297,alb.195189927,alb.216344,alb.193245,alb.57495885,alb.117285,alb.200156,alb.163397096,alb.136789,alb.222853"
Rock,Ambrosia,"alb.602760228,alb.540836972,alb.490379215,alb.467907669,alb.439756642,alb.438884774,alb.420206848,alb.552589088,alb.594258073,alb.192360531,alb.104099619,alb.50401510,alb.14427137,alb.272038,alb.55078707,alb.10907872,alb.160880,alb.451811145,alb.272992,alb.31366453,alb.319912,alb.451811312,alb.7269822,alb.261669,alb.451812541,alb.105156,alb.25399094,alb.438925576,alb.487857605,alb.241399,alb.438964141,alb.108628,alb.438946368"
Rock,Air Supply,"alb.617885599,alb.463555064,alb.438252988,alb.435887682,alb.431913077,alb.427000885,alb.336549938,alb.480380933,alb.298188490,alb.273964042,alb.259894955,alb.218559181,alb.416902774,alb.205635843,alb.151518421,alb.134679781,alb.77272508,alb.47082431,alb.121545832,alb.38541553,alb.31651478,alb.83689974,alb.29484886,alb.83690358,alb.28902258,alb.56311416,alb.126526221,alb.15089189,alb.71723932,alb.56327088,alb.56327366,alb.71727587,alb.10967853,alb.10421992,alb.13967067,alb.56308351,alb.6791197,alb.5289531,alb.274475,alb.321436,alb.93998,alb.454038317,alb.56310473,alb.231098,alb.56816118,alb.105153,alb.32750148,alb.427843187,alb.228379,alb.54243241,alb.438928031,alb.176441,alb.100346,alb.32750135,alb.427875856,alb.117080,alb.427877222,alb.56325058,alb.137669,alb.167238,alb.271194841,alb.217885,alb.187953,alb.233821,alb.160728938,alb.121125,alb.271194787"
Rock,Christopher Cross,"alb.459018867,alb.687622508,alb.157791680,alb.158872051,alb.384544695,alb.384530328,alb.460532043,alb.113912663,alb.72082632,alb.98444230,alb.45942793,alb.64319801,alb.687588414,alb.64324561,alb.64321824,alb.173191595,alb.590697602,alb.706931097,alb.64321900,alb.687544922,alb.7251853,alb.500399830,alb.122300,alb.301067,alb.123832,alb.281539,alb.506371630,alb.322587,alb.673851702,alb.673849195,alb.136962,alb.500399803,alb.163045,alb.500399698,alb.192976,alb.54342726,alb.411028491,alb.500399757,alb.117003,alb.31366445,alb.411080508,alb.500399553"
Rock,America,"alb.634462089,alb.634442939,alb.606072557,alb.585765215,alb.585766943,alb.573266898,alb.573266603,alb.572022660,alb.572006258,alb.586599823,alb.586585710,alb.559151315,alb.560626205,alb.558698738,alb.556686526,alb.556689375,alb.554562204,alb.544832625,alb.554564123,alb.545100632,alb.543640234,alb.534371185,alb.534355523,alb.534368256,alb.534034885,alb.534312082,alb.530782529,alb.531378658,alb.531241925,alb.530755982,alb.526149003,alb.525714048,alb.526427037,alb.526360021,alb.556685693,alb.522092316,alb.519570788,alb.518161787,alb.518163344,alb.518173021,alb.524252775,alb.518969654,alb.559151039,alb.573268960,alb.586620001,alb.515743703,alb.515592711,alb.514431360,alb.514445772,alb.514438054,alb.514438230,alb.515580409,alb.515804566,alb.544865631,alb.492393979,alb.512387221,alb.556686208,alb.498134287,alb.512053566,alb.512061929,alb.512289024,alb.512230453,alb.512239375,alb.573266752,alb.586581038,alb.488506961,alb.484858895,alb.484779900,alb.485391827,alb.464426056,alb.464405099,alb.464391716,alb.464356137,alb.485252171,alb.485447307,alb.485384197,alb.485502085,alb.453485076,alb.454024091,alb.453829755,alb.453843004,alb.447152675,alb.447221870,alb.451422283,alb.442533861,alb.444569611,alb.442639204,alb.442637360,alb.432773240,alb.431655199,alb.431672318,alb.432812270,alb.426249124,alb.426255310,alb.447220166,alb.484858862,alb.419324959,alb.412274932,alb.519071601,alb.518911650,alb.519050116,alb.573263655,alb.573238691,alb.573239246,alb.586504373,alb.586501052,alb.586619846,alb.396493777,alb.518161421,alb.389994017,alb.580044354,alb.391412087,alb.545122486,alb.554561705,alb.374688915,alb.520734378,alb.520404027,alb.365995878,alb.391416128,alb.512050687,alb.522332419,alb.520743504,alb.520666175,alb.291515093,alb.291514936,alb.288393411,alb.269821047,alb.264653571,alb.241236664,alb.221323568,alb.218924759,alb.215137435,alb.210256152,alb.192242480,alb.307926201,alb.191631348,alb.580044483,alb.182064222,alb.182066720,alb.129209560,alb.411119323,alb.580048534,alb.121540903,alb.47791197,alb.45896202,alb.45159850,alb.42785233,alb.30739517,alb.30739531,alb.30739519,alb.30739518,alb.50520046,alb.50543541,alb.50517187,alb.50548996,alb.25211269,alb.17202148,alb.411120348,alb.54566773,alb.530005766,alb.13144990,alb.13184703,alb.24051890,alb.76100062,alb.7149436,alb.9058115,alb.9058116,alb.7099038,alb.7282118,alb.411176128,alb.411121162,alb.411119032,alb.411119677,alb.601456652,alb.601456667,alb.601456680,alb.27998775,alb.27926752,alb.133100603,alb.271899,alb.56742106,alb.521514218,alb.6489765,alb.160734,alb.109074,alb.152969,alb.111735,alb.170423,alb.72297170,alb.56891777,alb.398035556,alb.307387,alb.279245,alb.256242,alb.156211,alb.95962,alb.558188249,alb.126581,alb.203127,alb.156210"
Rock,Dr. Hook,"alb.482408668,alb.445560752,alb.279719386,alb.280054244,alb.220712917,alb.198190844,alb.152264947,alb.138672157,alb.135391607,alb.111722942,alb.61040479,alb.105731090,alb.58199156,alb.56839127,alb.41391440,alb.27734599,alb.50455743,alb.57539731,alb.56856140,alb.50519897,alb.57537829,alb.128422229,alb.566321111,alb.565422682,alb.76036508,alb.72315756,alb.16346075,alb.46126500,alb.56832975,alb.297624,alb.54196772,alb.145236,alb.157835,alb.164031,alb.56944278,alb.229724,alb.24962326,alb.50291194,alb.57530880,alb.321902107,alb.147333,alb.134855,alb.56897413,alb.105926875,alb.56885190,alb.105966994,alb.285878,alb.148799,alb.56644241,alb.105971763,alb.193106771,alb.56853565,alb.72182307,alb.15567988,alb.198024,alb.24284827,alb.704687617,alb.319934,alb.142433,alb.57127939,alb.144711,alb.58255829,alb.30971770,alb.50470088,alb.87769,alb.203559,alb.122441"
Rock,Gerry Rafferty,"alb.608755734,alb.427651121,alb.257399565,alb.119901263,alb.56993765,alb.498464872,alb.45228976,alb.50583809,alb.42106550,alb.31609367,alb.57689681,alb.57683514,alb.195221030,alb.214936,alb.566026535,alb.56682257,alb.56621241,alb.23419710,alb.11222697,alb.50337241,alb.56688003,alb.246879,alb.206974,alb.214935,alb.30946100,alb.302697,alb.58751508,alb.563155141,alb.86833,alb.44964461,alb.50585283,alb.56714207,alb.427440653,alb.494505221,alb.44963980,alb.50571322,alb.56475683,alb.427700825,alb.575663444,alb.45015803,alb.50314880,alb.56618575,alb.59315379,alb.427838552,alb.575664268,alb.22735773,alb.317737,alb.199846,alb.56618409,alb.56939981,alb.58631596,alb.529957075,alb.115079"
Rock,Seals and Crofts,"alb.648679602,alb.424918116,alb.312773843,alb.24413670,alb.24413655,alb.24413667,alb.24413666,alb.24413669,alb.24413671,alb.24413656,alb.24413665,alb.24413668,alb.372552516,alb.424325515,alb.561038200,alb.561038297,alb.7149455,alb.436402428,alb.7282105,alb.436398208,alb.6826820,alb.25462356,alb.438931411,alb.451813171,alb.222923,alb.7072537,alb.6056715,alb.25462350,alb.112894,alb.438928005,alb.451811194,alb.451811214"
Rock,King Harvest,"alb.386443906,alb.233526898,alb.181387877,alb.33028258,alb.16272531,alb.12874442,alb.173765"
Rock,Rupert Holmes,"alb.334743545,alb.480422849,alb.300104209,alb.293004072,alb.236125138,alb.436540676,alb.57624985,alb.57626287,alb.106085,alb.327035726,alb.130122,alb.283903,alb.150084,alb.310238,alb.465355921,alb.159238,alb.312771"
